index	image_path	question	answer	type	A	B	C	D	E	F	G	H
56	data/simpler_raven/images/segmented/56.jpg	holder	G	up_center_single_down_center_single	A	B	C	D	E	F	G	H
57	data/simpler_raven/images/segmented/57.jpg	holder	C	distribute_four	A	B	C	D	E	F	G	H
58	data/simpler_raven/images/segmented/58.jpg	holder	F	in_center_single_out_center_single	A	B	C	D	E	F	G	H
59	data/simpler_raven/images/segmented/59.jpg	holder	B	left_center_single_right_center_single	A	B	C	D	E	F	G	H
60	data/simpler_raven/images/segmented/60.jpg	holder	G	left_center_single_right_center_single	A	B	C	D	E	F	G	H
61	data/simpler_raven/images/segmented/61.jpg	holder	A	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
62	data/simpler_raven/images/segmented/62.jpg	holder	A	left_center_single_right_center_single	A	B	C	D	E	F	G	H
63	data/simpler_raven/images/segmented/63.jpg	holder	B	distribute_nine	A	B	C	D	E	F	G	H
64	data/simpler_raven/images/segmented/64.jpg	holder	A	center_single	A	B	C	D	E	F	G	H
65	data/simpler_raven/images/segmented/65.jpg	holder	F	center_single	A	B	C	D	E	F	G	H
66	data/simpler_raven/images/segmented/66.jpg	holder	A	in_center_single_out_center_single	A	B	C	D	E	F	G	H
67	data/simpler_raven/images/segmented/67.jpg	holder	F	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
68	data/simpler_raven/images/segmented/68.jpg	holder	C	left_center_single_right_center_single	A	B	C	D	E	F	G	H
69	data/simpler_raven/images/segmented/69.jpg	holder	A	up_center_single_down_center_single	A	B	C	D	E	F	G	H
70	data/simpler_raven/images/segmented/70.jpg	holder	F	distribute_nine	A	B	C	D	E	F	G	H
71	data/simpler_raven/images/segmented/71.jpg	holder	C	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
72	data/simpler_raven/images/segmented/72.jpg	holder	A	distribute_four	A	B	C	D	E	F	G	H
73	data/simpler_raven/images/segmented/73.jpg	holder	H	in_center_single_out_center_single	A	B	C	D	E	F	G	H
74	data/simpler_raven/images/segmented/74.jpg	holder	D	center_single	A	B	C	D	E	F	G	H
75	data/simpler_raven/images/segmented/75.jpg	holder	A	left_center_single_right_center_single	A	B	C	D	E	F	G	H
76	data/simpler_raven/images/segmented/76.jpg	holder	F	distribute_nine	A	B	C	D	E	F	G	H
77	data/simpler_raven/images/segmented/77.jpg	holder	D	left_center_single_right_center_single	A	B	C	D	E	F	G	H
78	data/simpler_raven/images/segmented/78.jpg	holder	D	center_single	A	B	C	D	E	F	G	H
79	data/simpler_raven/images/segmented/79.jpg	holder	E	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
80	data/simpler_raven/images/segmented/80.jpg	holder	H	distribute_nine	A	B	C	D	E	F	G	H
81	data/simpler_raven/images/segmented/81.jpg	holder	F	center_single	A	B	C	D	E	F	G	H
82	data/simpler_raven/images/segmented/82.jpg	holder	H	up_center_single_down_center_single	A	B	C	D	E	F	G	H
83	data/simpler_raven/images/segmented/83.jpg	holder	D	distribute_four	A	B	C	D	E	F	G	H
84	data/simpler_raven/images/segmented/84.jpg	holder	E	in_center_single_out_center_single	A	B	C	D	E	F	G	H
85	data/simpler_raven/images/segmented/85.jpg	holder	C	center_single	A	B	C	D	E	F	G	H
86	data/simpler_raven/images/segmented/86.jpg	holder	D	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
87	data/simpler_raven/images/segmented/87.jpg	holder	F	left_center_single_right_center_single	A	B	C	D	E	F	G	H
88	data/simpler_raven/images/segmented/88.jpg	holder	F	in_center_single_out_center_single	A	B	C	D	E	F	G	H
89	data/simpler_raven/images/segmented/89.jpg	holder	C	in_center_single_out_center_single	A	B	C	D	E	F	G	H
90	data/simpler_raven/images/segmented/90.jpg	holder	E	up_center_single_down_center_single	A	B	C	D	E	F	G	H
91	data/simpler_raven/images/segmented/91.jpg	holder	D	center_single	A	B	C	D	E	F	G	H
92	data/simpler_raven/images/segmented/92.jpg	holder	H	distribute_nine	A	B	C	D	E	F	G	H
93	data/simpler_raven/images/segmented/93.jpg	holder	G	center_single	A	B	C	D	E	F	G	H
94	data/simpler_raven/images/segmented/94.jpg	holder	B	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
95	data/simpler_raven/images/segmented/95.jpg	holder	G	left_center_single_right_center_single	A	B	C	D	E	F	G	H
96	data/simpler_raven/images/segmented/96.jpg	holder	E	distribute_nine	A	B	C	D	E	F	G	H
97	data/simpler_raven/images/segmented/97.jpg	holder	D	left_center_single_right_center_single	A	B	C	D	E	F	G	H
98	data/simpler_raven/images/segmented/98.jpg	holder	G	up_center_single_down_center_single	A	B	C	D	E	F	G	H
99	data/simpler_raven/images/segmented/99.jpg	holder	E	up_center_single_down_center_single	A	B	C	D	E	F	G	H
100	data/simpler_raven/images/segmented/100.jpg	holder	C	up_center_single_down_center_single	A	B	C	D	E	F	G	H
101	data/simpler_raven/images/segmented/101.jpg	holder	A	in_center_single_out_center_single	A	B	C	D	E	F	G	H
102	data/simpler_raven/images/segmented/102.jpg	holder	A	distribute_nine	A	B	C	D	E	F	G	H
103	data/simpler_raven/images/segmented/103.jpg	holder	A	up_center_single_down_center_single	A	B	C	D	E	F	G	H
104	data/simpler_raven/images/segmented/104.jpg	holder	E	center_single	A	B	C	D	E	F	G	H
105	data/simpler_raven/images/segmented/105.jpg	holder	H	up_center_single_down_center_single	A	B	C	D	E	F	G	H
106	data/simpler_raven/images/segmented/106.jpg	holder	A	in_center_single_out_center_single	A	B	C	D	E	F	G	H
107	data/simpler_raven/images/segmented/107.jpg	holder	H	in_center_single_out_center_single	A	B	C	D	E	F	G	H
108	data/simpler_raven/images/segmented/108.jpg	holder	G	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
109	data/simpler_raven/images/segmented/109.jpg	holder	B	distribute_nine	A	B	C	D	E	F	G	H
110	data/simpler_raven/images/segmented/110.jpg	holder	D	left_center_single_right_center_single	A	B	C	D	E	F	G	H
111	data/simpler_raven/images/segmented/111.jpg	holder	A	up_center_single_down_center_single	A	B	C	D	E	F	G	H
112	data/simpler_raven/images/segmented/112.jpg	holder	D	distribute_four	A	B	C	D	E	F	G	H
113	data/simpler_raven/images/segmented/113.jpg	holder	A	in_center_single_out_center_single	A	B	C	D	E	F	G	H
114	data/simpler_raven/images/segmented/114.jpg	holder	D	center_single	A	B	C	D	E	F	G	H
115	data/simpler_raven/images/segmented/115.jpg	holder	D	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
116	data/simpler_raven/images/segmented/116.jpg	holder	B	in_distribute_four_out_center_single	A	B	C	D	E	F	G	H
117	data/simpler_raven/images/segmented/117.jpg	holder	F	distribute_four	A	B	C	D	E	F	G	H
118	data/simpler_raven/images/segmented/118.jpg	holder	G	distribute_four	A	B	C	D	E	F	G	H
119	data/simpler_raven/images/segmented/119.jpg	holder	A	center_single	A	B	C	D	E	F	G	H
120	data/simpler_raven/images/segmented/120.jpg	holder	C	in_center_single_out_center_single	A	B	C	D	E	F	G	H
121	data/simpler_raven/images/segmented/121.jpg	holder	A	center_single	A	B	C	D	E	F	G	H
122	data/simpler_raven/images/segmented/122.jpg	holder	B	in_center_single_out_center_single	A	B	C	D	E	F	G	H
123	data/simpler_raven/images/segmented/123.jpg	holder	B	center_single	A	B	C	D	E	F	G	H
124	data/simpler_raven/images/segmented/124.jpg	holder	B	left_center_single_right_center_single	A	B	C	D	E	F	G	H
125	data/simpler_raven/images/segmented/125.jpg	holder	C	in_center_single_out_center_single	A	B	C	D	E	F	G	H
126	data/simpler_raven/images/segmented/126.jpg	holder	F	center_single	A	B	C	D	E	F	G	H
127	data/simpler_raven/images/segmented/127.jpg	holder	D	up_center_single_down_center_single	A	B	C	D	E	F	G	H
128	data/simpler_raven/images/segmented/128.jpg	holder	H	center_single	A	B	C	D	E	F	G	H
129	data/simpler_raven/images/segmented/129.jpg	holder	E	up_center_single_down_center_single	A	B	C	D	E	F	G	H
130	data/simpler_raven/images/segmented/130.jpg	holder	E	distribute_nine	A	B	C	D	E	F	G	H
131	data/simpler_raven/images/segmented/131.jpg	holder	C	in_center_single_out_center_single	A	B	C	D	E	F	G	H
132	data/simpler_raven/images/segmented/132.jpg	holder	H	up_center_single_down_center_single	A	B	C	D	E	F	G	H
133	data/simpler_raven/images/segmented/133.jpg	holder	H	up_center_single_down_center_single	A	B	C	D	E	F	G	H
134	data/simpler_raven/images/segmented/134.jpg	holder	F	left_center_single_right_center_single	A	B	C	D	E	F	G	H
135	data/simpler_raven/images/segmented/135.jpg	holder	E	distribute_four	A	B	C	D	E	F	G	H
136	data/simpler_raven/images/segmented/136.jpg	holder	F	in_center_single_out_center_single	A	B	C	D	E	F	G	H
137	data/simpler_raven/images/segmented/137.jpg	holder	H	left_center_single_right_center_single	A	B	C	D	E	F	G	H
138	data/simpler_raven/images/segmented/138.jpg	holder	G	in_center_single_out_center_single	A	B	C	D	E	F	G	H
139	data/simpler_raven/images/segmented/139.jpg	holder	A	left_center_single_right_center_single	A	B	C	D	E	F	G	H
